order_release_id,customer_paid_amount,total_commission_plus_tcs_tds_deduction,total_logistics_deduction,vendor_payout_amount,source_file
8317337519,599.004,-109.445,-70.7764,418.7786,02-2025
8306842995,599.004,-109.445,-77.8564,411.6986,02-2025
8316264914,798.998,-145.989,-86.1164,566.8946,02-2025
8298134360,599.004,-109.445,-96.76,392.795,02-2025
8299325064,698.9960000000001,-127.717,-86.14,485.143,02-2025
8307667707,848.999,-155.125,-214.7364,479.1386,02-2025
8315512377,799.008,-145.989,-80.2164,572.7946,02-2025
8319517214,798.998,-145.989,-176.9764,476.0346,02-2025
8300300853,649.005,-118.581,-168.7164,361.7026,02-2025
8311915280,799.008,-145.989,-80.2164,572.7946,02-2025
8299163043,849.0100000000001,-155.125,-81.3964,612.4786,02-2025
8312377844,948.99,-173.396,-180.5164,595.0876000000001,02-2025
8312930442,499.002,-91.174,-75.4964,332.3296,02-2025
8300209893,599.004,-109.445,-96.76,392.795,02-2025
8321920042,798.998,-145.989,-129.7764,523.2346,02-2025
8291452993,798.998,-145.989,-86.1164,566.8946,02-2025
8318143559,948.99,-173.396,-84.96,690.644,02-2025
8317428354,798.998,-145.989,-181.72,471.291,02-2025
8302405689,949.001,-173.396,-89.6564,685.9476000000001,02-2025
8307470601,949.001,-173.396,-180.5164,595.0876000000001,02-2025
8317115290,599.004,-109.445,-213.58,275.975,02-2025
8299084549,599.004,-109.445,-213.58,275.975,02-2025
8316828023,798.998,-145.989,-86.1164,566.8946,02-2025
8315020937,798.998,-145.989,-90.86,562.151,02-2025
8302247284,798.998,-145.989,-129.7764,523.2346,02-2025
8171627123,798.998,-145.989,-86.1164,566.8946,02-2025
8319056164,599.0039999999999,-109.445,-77.8564,411.6986,02-2025
8292617708,798.998,-145.989,-86.1164,566.8946,02-2025
8315472066,649.005,-118.581,-168.7164,361.7026,02-2025
8319796063,799.008,-145.989,-23.6,629.411,02-2025
8292743118,699.0060000000001,-127.717,-86.14,485.143,02-2025
8299816854,599.0039999999999,-109.445,-70.7764,418.7786,02-2025
8309743224,699.0060000000001,-127.718,-86.14,485.14200000000005,02-2025
8319072888,949.001,-173.396,-89.6564,685.9476000000001,02-2025
8297722628,599.004,-109.447,-177.0,312.553,02-2025
